,Unnamed: 0,drug_name,to_be_split,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15
1079,1079.0,mineral oil,difficult breathing swelling face lips tongue throat fleet suppositories adult rectal stop using fleet suppositories adult rectal,difficult breathing,swelling face,lips tongue,throat fleet,suppositories adult,rectal stop,using fleet,suppositories adult,rectal,,,,,,
1080,1080.0,Natural Fiber Therapy,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention notice effects check healthcare professional call doctor fleet phospho soda side effects,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,notice effects,check healthcare,professional call,doctor fleet,phospho soda,side effects
1081,1081.0,OsmoPrep,difficult breathing swelling face lips tongue throat mineral oil stop using mineral oil,difficult breathing,swelling face,lips tongue,throat mineral,oil stop,using mineral,oil,,,,,,,,
1082,1082.0,Pedia-Lax Chewable Tablets,difficult breathing swelling face lips tongue throat natural fiber therapy stop using natural fiber therapy,difficult breathing,swelling face,lips tongue,throat natural,fiber therapy,stop using,natural fiber,therapy,,,,,,,
1083,1083.0,Pedia-Lax Liquid Glycerin Suppositories,dizziness wheezing difficult breathing swelling face lips tongue throat stop using medicine bloating nausea vomiting stomach pain,dizziness wheezing,difficult breathing,swelling face,lips tongue,throat stop,using medicine,bloating nausea,vomiting stomach,pain,,,,,,
1084,1084.0,polycarbophil,difficult breathing swelling face lips tongue throat pedia lax chewable stop using pedia lax chewable,difficult breathing,swelling face,lips tongue,throat pedia,lax chewable,stop using,pedia lax,chewable,,,,,,,
1085,1085.0,Sani-Supp,difficult breathing swelling face lips tongue throat pedia lax liquid stop using pedia lax liquid,difficult breathing,swelling face,lips tongue,throat pedia,lax liquid,stop using,pedia lax,liquid,,,,,,,
1086,1086.0,sorbitol,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
1087,1087.0,benzocaine / docusate,difficult breathing swelling face lips tongue throat sani supp stop using sani supp,difficult breathing,swelling face,lips tongue,throat sani,supp stop,using sani,supp,,,,,,,,
1088,1088.0,castor oil,difficult breathing swelling face lips tongue throat stop using gas mild nausea stomach cramps rectal irritation,difficult breathing,swelling face,lips tongue,throat stop,using gas,mild nausea,stomach cramps,rectal irritation,,,,,,,
1089,1089.0,Fibertab,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat rectal irritation / topical side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
1090,1090.0,Fleet Glycerin Suppositories Pediatric,nan,nan,,,,,,,,,,,,,,
1091,1091.0,potassium phosphate,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
1092,1092.0,Symbicort,difficult breathing swelling face lips tongue throat fleet suppositories pediatric rectal stop using fleet suppositories pediatric rectal,difficult breathing,swelling face,lips tongue,throat fleet,suppositories pediatric,rectal stop,using fleet,suppositories pediatric,rectal,,,,,,
1093,1093.0,Breztri Aerosphere,difficult breathing swelling face lips tongue throat tell caregivers right away signs electrolyte imbalance : confusion severe weakness light headed feeling like might pass nausea chest pain irregular heartbeats numbness tingling arms legs weakness heavy feeling legs loss movement part body slow heart rate weak pulse fainting slow breathing,difficult breathing,swelling face,lips tongue,throat tell,caregivers right,away signs,electrolyte imbalance,: confusion,severe weakness,light headed,feeling like,might pass,nausea chest,pain irregular,heartbeats numbness
1094,1094.0,Anoro Ellipta,difficulty breathing swelling face lips tongue throat affect growth children tell doctor child growing normal rate using medicine throat pain irritation white patches mouth throat stomach discomfort vomiting back pain headache flu symptoms cold symptoms stuffy runny nose sneezing sinus pain sore throat,difficulty breathing,swelling face,lips tongue,throat affect,growth children,tell doctor,child growing,normal rate,using medicine,throat pain,irritation white,patches mouth,throat stomach,discomfort vomiting,back pain
1095,1095.0,Daliresp,breztri aerosphere cause serious side effects including : fungal infection mouth throat thrush rinse mouth water without swallowing using breztri aerosphere help reduce chance getting thrush pneumonia people copd higher chance getting pneumonia breztri aerosphere may increase chance getting pneumonia call healthcare provider notice following symptoms : increase mucus sputum production change mucus color fever chills increased cough increased breathing problems weakened immune system increased ch,breztri aerosphere,cause serious,side effects,including :,fungal infection,mouth throat,thrush rinse,mouth water,without swallowing,using breztri,aerosphere help,reduce chance,getting thrush,pneumonia people,copd higher
1096,1096.0,budesonide / formoterol,difficult breathing swelling face lips tongue throat stuffy nose sinus pain sore throat chest pain cough diarrhea constipation muscle spasms pain neck arms legs,difficult breathing,swelling face,lips tongue,throat stuffy,nose sinus,pain sore,throat chest,pain cough,diarrhea constipation,muscle spasms,pain neck,arms legs,,,
1097,1097.0,Tudorza Pressair,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety depression trouble sleeping feel impulsive thoughts suicide hurting rapid unintended weight loss tremors pain burning urinate nausea diarrhea loss appetite minor weight loss headache dizziness occasional sleep problems back pain flu symptoms,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety depression,trouble sleeping,feel impulsive,thoughts suicide,hurting rapid,unintended weight,loss tremors
1098,1098.0,Incruse Ellipta,difficulty breathing swelling face lips tongue throat formoterol affect growth children tell doctor child growing normal rate using formoterol,difficulty breathing,swelling face,lips tongue,throat formoterol,affect growth,children tell,doctor child,growing normal,rate using,formoterol,,,,,
1099,1099.0,Stiolto Respimat,itching rash wheezing chest tightness trouble breathing swelling face lips tongue throat stuffy nose sore throat sinus pain cough headache,itching rash,wheezing chest,tightness trouble,breathing swelling,face lips,tongue throat,stuffy nose,sore throat,sinus pain,cough headache,,,,,
1100,1100.0,aclidinium,rash severe itching difficult breathing swelling face lips tongue throat cold symptoms stuffy nose sneezing sore throat cough fast irregular heartbeats bruising darkened skin mouth pain tooth pain muscle joint pain stomach pain altered sense taste,rash severe,itching difficult,breathing swelling,face lips,tongue throat,cold symptoms,stuffy nose,sneezing sore,throat cough,fast irregular,heartbeats bruising,darkened skin,mouth pain,tooth pain,muscle joint
1101,1101.0,roflumilast,difficult breathing swelling face lips tongue throat runny nose cough back pain,difficult breathing,swelling face,lips tongue,throat runny,nose cough,back pain,,,,,,,,,
1102,1102.0,umeclidinium / vilanterol,itching rash wheezing chest tightness trouble breathing swelling face lips tongue throat,itching rash,wheezing chest,tightness trouble,breathing swelling,face lips,tongue throat,,,,,,,,,
1103,1103.0,Bevespi Aerosphere,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety depression trouble sleeping feel impulsive thoughts suicide hurting rapid unintended weight loss tremors pain burning urinate,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety depression,trouble sleeping,feel impulsive,thoughts suicide,hurting rapid,unintended weight,loss tremors
1104,1104.0,olodaterol / tiotropium,difficult breathing swelling face lips tongue throat vilanterol,difficult breathing,swelling face,lips tongue,throat vilanterol,,,,,,,,,,,
1105,1105.0,Striverdi Respimat,difficult breathing swelling face lips tongue throat cough urination problems,difficult breathing,swelling face,lips tongue,throat cough,urination problems,,,,,,,,,,
1106,1106.0,olodaterol,difficult breathing swelling face lips tongue throat tiotropium,difficult breathing,swelling face,lips tongue,throat tiotropium,,,,,,,,,,,
1107,1107.0,revefenacin,difficult breathing swelling face lips tongue throat cold symptoms stuffy nose sneezing sore throat cough shortness breath chest discomfort diarrhea dizziness pain burning urinate back pain joint pain rash,difficult breathing,swelling face,lips tongue,throat cold,symptoms stuffy,nose sneezing,sore throat,cough shortness,breath chest,discomfort diarrhea,dizziness pain,burning urinate,back pain,joint pain,rash
1108,1108.0,umeclidinium,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
1109,1109.0,Yupelri,difficult breathing swelling face lips tongue throat,difficult breathing,swelling face,lips tongue,throat,,,,,,,,,,,
1110,1110.0,aclidinium / formoterol,rash severe itching difficult breathing swelling face lips tongue throat,rash severe,itching difficult,breathing swelling,face lips,tongue throat,,,,,,,,,,
1111,1111.0,Breyna,difficult breathing swelling face lips tongue throat headache back pain cold symptoms runny nose sneezing cough sore throat,difficult breathing,swelling face,lips tongue,throat headache,back pain,cold symptoms,runny nose,sneezing cough,sore throat,,,,,,
1112,1112.0,budesonide / formoterol / glycopyrrolate,difficult breathing swelling face lips tongue throat formoterol,difficult breathing,swelling face,lips tongue,throat formoterol,,,,,,,,,,,
1113,1113.0,Duaklir Pressair,nan,nan,,,,,,,,,,,,,,
1114,1114.0,formoterol / glycopyrrolate,difficulty breathing swelling face lips tongue throat formoterol glycopyrrolate,difficulty breathing,swelling face,lips tongue,throat formoterol,glycopyrrolate,,,,,,,,,,
1115,1115.0,ivermectin,difficult breathing swelling face lips tongue throat headache back pain cold symptoms stuffy nose sneezing sore throat,difficult breathing,swelling face,lips tongue,throat headache,back pain,cold symptoms,stuffy nose,sneezing sore,throat,,,,,,
1116,1116.0,remdesivir,difficult breathing swelling face lips tongue throat formoterol glycopyrrolate,difficult breathing,swelling face,lips tongue,throat formoterol,glycopyrrolate,,,,,,,,,,
1117,1117.0,Pfizer-BioNTech COVID-19 Vaccine,difficult breathing swelling face lips tongue throat headache muscle aches dizziness nausea diarrhea mild skin rash,difficult breathing,swelling face,lips tongue,throat headache,muscle aches,dizziness nausea,diarrhea mild,skin rash,,,,,,,
1118,1118.0,Paxlovid,difficult breathing swelling face lips tongue throat side effects may occur injection tell caregiver right away : severe headache pounding neck ears fast slow pounding heartbeats wheezing trouble breathing swelling face nausea fever chills shivering itching sweating light headed feeling like might pass,difficult breathing,swelling face,lips tongue,throat side,effects may,occur injection,tell caregiver,right away,: severe,headache pounding,neck ears,fast slow,pounding heartbeats,wheezing trouble,breathing swelling
1119,1119.0,Actemra,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch short time shot make sure allergic reaction treated quickly reaction right receive vaccine receive vaccine first shot caused severe allergic reaction doctor vaccination provider determine safely receive another covid 19 vaccine possible side effects known becoming infected covid 19 much dangerous health receiving vaccine people receiving pfizer biontech covid 19 vaccin,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch short,time shot,make sure,allergic reaction,treated quickly,reaction right,receive vaccine
1120,1120.0,tocilizumab,possible side effects : liver problems tell healthcare provider right away signs symptoms liver problems : loss appetite yellowing skin whites eyes jaundice dark colored urine pale colored stools itchy skin stomach area abdominal pain resistance hiv medicines untreated hiv infection may lead hiv medicines working well future possible side effects include : altered sense taste diarrhea high blood pressure muscle aches possible side effects many people taken serious unexpected side effects may hap,possible side,effects :,liver problems,tell healthcare,provider right,away signs,symptoms liver,problems :,loss appetite,yellowing skin,whites eyes,jaundice dark,colored urine,pale colored,stools itchy
1121,1121.0,anakinra,chest pain difficulty breathing feeling like might pass swelling face lips tongue throat runny stuffy nose sinus pain sore throat headache increased blood pressure abnormal liver function tests pain swelling burning irritation injection given,chest pain,difficulty breathing,feeling like,might pass,swelling face,lips tongue,throat runny,stuffy nose,sinus pain,sore throat,headache increased,blood pressure,abnormal liver,function tests,pain swelling
1122,1122.0,Kineret,chest pain difficulty breathing feeling like might pass swelling face lips tongue throat,chest pain,difficulty breathing,feeling like,might pass,swelling face,lips tongue,throat,,,,,,,,
1123,1123.0,Moderna COVID-19 Vaccine,sweating severe itching wheezing difficult breathing fast pounding heartbeats dizziness fainting swelling face lips tongue throat using dira may increased risk allergic reactions especially first weeks treatment,sweating severe,itching wheezing,difficult breathing,fast pounding,heartbeats dizziness,fainting swelling,face lips,tongue throat,using dira,may increased,risk allergic,reactions especially,first weeks,treatment,
1124,1124.0,Olumiant,sweating severe itching wheezing difficult breathing fast pounding heartbeats dizziness fainting swelling face lips tongue throat using dira may increased risk allergic reactions especially first weeks treatment abnormal liver function tests rash worsening arthritis symptoms nausea vomiting diarrhea stomach pain headache joint pain flu symptoms cold symptoms stuffy nose sneezing sore throat redness bruising itching stinging swelling injection given,sweating severe,itching wheezing,difficult breathing,fast pounding,heartbeats dizziness,fainting swelling,face lips,tongue throat,using dira,may increased,risk allergic,reactions especially,first weeks,treatment abnormal,liver function
1125,1125.0,Veklury,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch short time shot make sure allergic reaction treated quickly reaction right receive vaccine receive vaccine first shot caused severe allergic reaction doctor vaccination provider determine safely receive another covid 19 vaccine becoming infected covid 19 much dangerous health receiving moderna covid 19 vaccine people receiving moderna covid 19 vaccine inflammation hear,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch short,time shot,make sure,allergic reaction,treated quickly,reaction right,receive vaccine
1126,1126.0,molnupiravir,stop taking medicine get emergency medical help signs allergic reaction : difficult breathing swelling face lips tongue throat people taking developed heart attacks strokes serious blood clots stop taking seek emergency medical attention : sudden shortness breath chest pain pressure may spread jaw shoulder arms back nausea vomiting cold sweat light headed feeling like might pass weakness one side body slurred speech drooping one side mouth pain swelling redness arm leg cold sores shingles nausea,stop taking,medicine get,emergency medical,help signs,allergic reaction,: difficult,breathing swelling,face lips,tongue throat,people taking,developed heart,attacks strokes,serious blood,clots stop,taking seek
1127,1127.0,REGEN-COV,difficult breathing swelling face lips tongue throat side effects may occur injection tell caregiver right away : severe headache pounding neck ears fast slow pounding heartbeats wheezing trouble breathing swelling face nausea fever chills shivering itching sweating light headed feeling like might pass nausea abnormal liver function tests,difficult breathing,swelling face,lips tongue,throat side,effects may,occur injection,tell caregiver,right away,: severe,headache pounding,neck ears,fast slow,pounding heartbeats,wheezing trouble,breathing swelling
1128,1128.0,sotrovimab,difficult breathing swelling face lips tongue throat call doctor new worsening symptoms diarrhea nausea dizziness,difficult breathing,swelling face,lips tongue,throat call,doctor new,worsening symptoms,diarrhea nausea,dizziness,,,,,,,
1129,1129.0,bamlanivimab / etesevimab,itching difficult breathing swelling face lips tongue throat side effects may occur regen cov injection tell caregiver right away : throat irritation swelling face throat dizziness light headed feeling like might pass chest pain wheezing shortness breath fever chills sweating nausea flushing sudden warmth redness tingly feeling fast slow heartbeats headache pounding neck ears weakness tiredness rash itching muscle pain call doctor new worsening symptoms infusion fever confusion weakness tirednes,itching difficult,breathing swelling,face lips,tongue throat,side effects,may occur,regen cov,injection tell,caregiver right,away :,throat irritation,swelling face,throat dizziness,light headed,feeling like
1130,1130.0,Lagevrio,itching difficult breathing swelling face lips tongue throat side effects may occur 24 hours injection tell medical caregivers right away : throat irritation swelling face throat fast slow uneven heart rate confusion dizziness light headed feeling like might pass chest pain wheezing shortness breath fever chills sweating nausea weakness tiredness pounding neck ears rash itching headache muscle pain call doctor new worsening symptoms infusion fever confusion weakness tiredness trouble breathing f,itching difficult,breathing swelling,face lips,tongue throat,side effects,may occur,24 hours,injection tell,medical caregivers,right away,: throat,irritation swelling,face throat,fast slow,uneven heart
1131,1131.0,"sars-cov-2 (covid-19) ad26 vaccine, recombinant",nan,nan,,,,,,,,,,,,,,
1132,1132.0,sars-cov-2 mrna (tozinameran) vaccine,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention side effects may occur usually need medical attention side effects may go away treatment body adjusts medicine also health care professional may able tell ways prevent reduce side effects check health care professional following side effects continue bothersome questions : less common diarrhea dizziness headache itching skin rash nausea redness skin vomiting side effects list,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,side effects,may occur,usually need,medical attention,side effects,may go
1133,1133.0,bamlanivimab and etesevimab,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention check doctor nurse immediately following side effects occur : common difficulty moving fever headache joint pain swelling muscle aches cramping pains stiffness nausea unusual tiredness weakness incidence known anxiety black tarry stools bleeding gums blood urine stool bloody nose blue pale skin blurred vision chest pain discomfort chills confusion continuing ringing buzzing u,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,check doctor,nurse immediately,following side,effects occur,: common,difficulty moving
1134,1134.0,baricitinib,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention check doctor nurse immediately following side effects occur : common chills diarrhea fever headache irritability joint muscle pain swollen painful tender lymph glands neck armpit groin unusual tiredness weakness less common nausea vomiting rare decreased appetite general feeling discomfort illness pain arms rash incidence known anxiety blue pale skin chest discomfort tightnes,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,check doctor,nurse immediately,following side,effects occur,: common,chills diarrhea
1135,1135.0,bebtelovimab,possible side effects bamlanivimab etesevimab include : allergic reactions allergic reactions happen infusion bamlanivimab etesevimab tell healthcare provider right away get following signs symptoms allergic reactions : fever chills nausea headache shortness breath low high blood pressure rapid slow heart rate chest discomfort pain weakness confusion feeling tired wheezing swelling lips face throat rash including itching muscle aches dizziness sweating reactions may severe life threatening worse,possible side,effects bamlanivimab,etesevimab include,: allergic,reactions allergic,reactions happen,infusion bamlanivimab,etesevimab tell,healthcare provider,right away,get following,signs symptoms,allergic reactions,: fever,chills nausea
1136,1136.0,Comirnaty,> > = 15 < <,> >,= 15,< <,,,,,,,,,,,,
1137,1137.0,nirmatrelvir / ritonavir,> > & =63 || =64 || =64 push ] ] ] || '' '' ] || '' '' } return join `` '' } try { return json stringify & & } finally { uint8array prototype tojson= } } : function { return json stringify & & } var =function { return number '' ! ==typeof || ! isnan & & infinity ! == & & -infinity ! == ? : string } prototype tostring=function { return tostring } var =function { } var =function { } var ja=function { =new var = =new || '' '' =new ea = } ka=function { =new ? json parse : null =new || '' '' ! functi,> >,& =63,|| =64,|| =64,push ],] ],|| '','' ],|| '','' },return join,`` '',} try,{ return,json stringify
1138,1138.0,sars-cov-2 (covid-19) mrna-1273 vaccine,stop taking get emergency medical help signs allergic reaction : difficult breathing swelling face lips tongue throat people taking developed heart attacks strokes serious blood clots stop taking seek emergency medical attention : sudden shortness breath chest pain pressure may spread jaw shoulder arms back nausea vomiting cold sweat light headed feeling like might pass weakness one side body slurred speech drooping one side mouth pain swelling redness arm leg,stop taking,get emergency,medical help,signs allergic,reaction :,difficult breathing,swelling face,lips tongue,throat people,taking developed,heart attacks,strokes serious,blood clots,stop taking,seek emergency
1139,1139.0,Pfizer-BioNTech COVID-19 (5y-11y) Bivalent Booster Vaccine PF,allergic reactions allergic reactions happen injection tell healthcare provider right away child develop following signs symptoms allergic reaction : fever difficulty breathing low oxygen level reactions may severe life threatening common side effects include infusion related reactions pruritus rash side effects receiving medicine vein may include brief pain bleeding bruising skin soreness swelling possible infection injection site possible side effects many people received serious unexpected si,allergic reactions,allergic reactions,happen injection,tell healthcare,provider right,away child,develop following,signs symptoms,allergic reaction,: fever,difficulty breathing,low oxygen,level reactions,may severe,life threatening
1140,1140.0,Pfizer-BioNTech COVID-19 (12y+) Bivalent Booster Vaccine PF,may cause severe side effects including : allergic reactions severe allergic reaction would usually occur within minutes one hour getting dose vaccine reason vaccination provider may ask stay place received vaccine monitoring vaccination signs severe allergic reaction include : difficulty breathing swelling face throat fast heartbeat bad rash body dizziness weakness myocarditis pericarditis myocarditis inflammation heart muscle pericarditis inflammation lining outside heart rare side effect occu,may cause,severe side,effects including,: allergic,reactions severe,allergic reaction,would usually,occur within,minutes one,hour getting,dose vaccine,reason vaccination,provider may,ask stay,place received
1141,1141.0,sars-cov-2 (covid-19) mrna (tozinameran 5y-11y) bivalent booster vaccine,liver problems -- loss appetite stomach pain upper right side tiredness itching dark urine clay colored stools jaundice yellowing skin eyes affects immune system may cause certain side effects even weeks months taken nirmatrelvir,liver problems,-- loss,appetite stomach,pain upper,right side,tiredness itching,dark urine,clay colored,stools jaundice,yellowing skin,eyes affects,immune system,may cause,certain side,effects even
1142,1142.0,sars-cov-2 (covid-19) mrna (tozinameran 12y+) bivalent booster vaccine,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention check doctor nurse immediately following side effects occur : common chills difficulty moving fever headache joint pain muscle aches cramps pains stiffness nausea swollen joints unusual tiredness weakness vomiting incidence known anxiety blue pale skin chest discomfort tightness chest pain possible moving left arm neck shoulder cough difficulty swallowing dizziness fast heart,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,check doctor,nurse immediately,following side,effects occur,: common,chills difficulty
1143,1143.0,sars-cov-2 (covid-19) mrna-1273 (bivalent booster) vaccine,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat child vaccination provider may want watch short time shot make sure child allergic reaction child treated quickly reaction right receives vaccine child receive vaccine first shot covid 19 vaccine caused allergic reaction doctor vaccination provider determine child safely receive vaccine possible side effects known becoming infected covid 19 much dangerous child health receiving vaccine people receiving v,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,child vaccination,provider may,want watch,short time,shot make,sure child,allergic reaction,child treated,quickly reaction
1144,1144.0,"sars-cov-2 (covid-19) nvx-cov2373 vaccine, recombinant",rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch short time shot make sure allergic reaction treated quickly reaction right receive vaccine receive vaccine first shot covid 19 vaccine caused allergic reaction doctor vaccination provider determine safely receive vaccine possible side effects known becoming infected covid 19 much dangerous health receiving vaccine people receiving vaccine inflammation heart muscle lini,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch short,time shot,make sure,allergic reaction,treated quickly,reaction right,receive vaccine
1145,1145.0,sars-cov-2 mrna (tozinameran 6m-4y) vaccine,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat child vaccination provider may want watch short time shot make sure child allergic reaction child treated quickly reaction right receives vaccine child receive vaccine first shot covid 19 vaccine caused allergic reaction doctor vaccination provider determine child safely receive vaccine possible side effects known becoming infected covid 19 much dangerous child health receiving vaccine people receiving v,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,child vaccination,provider may,want watch,short time,shot make,sure child,allergic reaction,child treated,quickly reaction
1146,1146.0,sars-cov-2 mrna-1273 (6m-5y) vaccine,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch short time shot make sure allergic reaction treated quickly reaction right receive vaccine receive vaccine first shot covid 19 vaccine caused allergic reaction doctor vaccination provider determine safely receive vaccine possible side effects known becoming infected covid 19 much dangerous health receiving vaccine people receiving vaccine inflammation heart muscle lini,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch short,time shot,make sure,allergic reaction,treated quickly,reaction right,receive vaccine
1147,1147.0,sars-cov-2 mrna-1273 (booster only) vaccine,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention check doctor nurse immediately following side effects occur : common chills difficulty moving headache joint pain muscle aches cramps pains stiffness nausea swollen joints unusual tiredness weakness vomiting less common fever incidence known anxiety blue pale skin chest discomfort tightness chest pain possible moving left arm neck shoulder cough difficulty swallowing dizzines,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,check doctor,nurse immediately,following side,effects occur,: common,chills difficulty
1148,1148.0,Spikevax,along needed effects medicine may cause unwanted effects although side effects may occur occur may need medical attention check doctor nurse immediately following side effects occur : common fever headache joint muscle pain nausea unusual tiredness weakness vomiting rare swollen painful tender lymph glands neck armpit groin incidence known anxiety blue pale skin burning crawling itching numbness prickling `` pins needles '' tingling feelings chest discomfort tightness chest pain possibly moving ,along needed,effects medicine,may cause,unwanted effects,although side,effects may,occur occur,may need,medical attention,check doctor,nurse immediately,following side,effects occur,: common,fever headache
1149,1149.0,Zoloft,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch child short time shot make sure allergic reaction child treated quickly reaction right receiving vaccine child receive vaccine first shot caused allergic reaction doctor vaccination provider determine safely receive another covid 19 vaccine possible side effects known becoming infected covid 19 much dangerous child health receiving vaccine people receiving vaccine infl,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch child,short time,shot make,sure allergic,reaction child,treated quickly,reaction right
1150,1150.0,Prozac,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch short time shot make sure allergic reaction treated quickly reaction right receive vaccine receive vaccine first shot caused allergic reaction doctor vaccination provider determine safely receive another covid 19 vaccine possible side effects known becoming infected covid 19 much dangerous health receiving vaccine people receiving vaccine inflammation heart muscle lini,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch short,time shot,make sure,allergic reaction,treated quickly,reaction right,receive vaccine
1151,1151.0,fluoxetine,rash dizziness weakness fast heartbeats difficult breathing swelling face lips tongue throat vaccination provider may want watch short time shot make sure allergic reaction treated quickly reaction right receive vaccine receive vaccine first shot caused allergic reaction doctor vaccination provider determine safely receive another covid 19 vaccine possible side effects known becoming infected covid 19 much dangerous health receiving vaccine people receiving vaccine inflammation heart muscle lini,rash dizziness,weakness fast,heartbeats difficult,breathing swelling,face lips,tongue throat,vaccination provider,may want,watch short,time shot,make sure,allergic reaction,treated quickly,reaction right,receive vaccine
1152,1152.0,Wellbutrin XL,side effects reported clinical trials include : injection site reactions : pain tenderness swelling lymph nodes arm injection swelling hardness redness general side effects : fatigue headache muscle pain joint pain chills nausea vomiting fever trial participants 18 64 years commonly reported ≥10 % adverse reactions pain injection site 93 % fatigue 71 % headache 68 % myalgia 64 % chills 49 % arthralgia 48 % nausea vomiting 25 % axillary swelling tenderness 22 % fever 17 % swelling injection site ,side effects,reported clinical,trials include,: injection,site reactions,: pain,tenderness swelling,lymph nodes,arm injection,swelling hardness,redness general,side effects,: fatigue,headache muscle,pain joint
1153,1153.0,Celexa,skin rash without fever joint pain difficulty breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting affect growth children child height weight may checked often,skin rash,without fever,joint pain,difficulty breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable
1154,1154.0,Trintellix,mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting,mood behavior,changes anxiety,panic attacks,trouble sleeping,feel impulsive,irritable agitated,hostile aggressive,restless hyperactive,mentally physically,depressed thoughts,suicide hurting,,,,
1155,1155.0,Rexulti,mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting sleep problems insomnia strange dreams headache dizziness drowsiness vision changes tremors shaking feeling anxious nervous pain weakness yawning tired feeling upset stomach loss appetite nausea vomiting diarrhea dry mouth sweating hot flashes changes weight appetite stuffy nose sinus pain sore throat flu sym,mood behavior,changes anxiety,panic attacks,trouble sleeping,feel impulsive,irritable agitated,hostile aggressive,restless hyperactive,mentally physically,depressed thoughts,suicide hurting,sleep problems,insomnia strange,dreams headache,dizziness drowsiness
1156,1156.0,vortioxetine,mood behavior changes anxiety depression panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting wellbutrin xl,mood behavior,changes anxiety,depression panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally,physically depressed,thoughts suicide,hurting wellbutrin,xl,,
